City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Saint-Avold,FR,2020-10-31 20:46:34,49.1,6.7,55.99,84,93,9.28
297,Raga,SS,2020-10-31 20:46:35,8.46,25.68,74.43,74,30,3.09
298,Phalaborwa,ZA,2020-10-31 20:46:35,-23.94,31.14,69.8,83,36,12.75
299,Praia,CV,2020-10-31 20:46:35,14.92,-23.51,77.0,78,75,19.46
300,Torres,BR,2020-10-31 20:46:35,-29.34,-49.73,64.63,68,100,4.72
301,Codrington,AU,2020-10-31 20:45:42,-38.27,141.97,50.13,89,18,2.53
302,Cabrobo,BR,2020-10-31 20:46:35,-8.51,-39.31,92.01,30,76,8.99
303,Gueugnon,FR,2020-10-31 20:46:35,46.6,4.06,51.01,93,64,2.24
304,Pacific Grove,US,2020-10-31 20:43:33,36.62,-121.92,80.01,38,1,9.17
305,Fort Nelson,CA,2020-10-31 20:43:06,58.81,-122.7,21.2,92,75,6.93
306,Itaituba,BR,2020-10-31 20:46:36,-4.28,-55.98,91.4,55,20,2.66
307,Leh,IN,2020-10-31 20:46:36,34.17,77.58,29.03,74,12,0.72
308,Avera,US,2020-10-31 20:46:36,33.19,-82.53,64.4,59,90,8.05
309,Ulladulla,AU,2020-10-31 20:46:36,-35.35,150.47,57.99,100,90,17.22
310,Toora-Khem,RU,2020-10-31 20:46:36,52.47,96.11,23.18,92,99,3.13
311,Axim,GH,2020-10-31 20:46:36,4.87,-2.24,78.64,87,50,6.42
312,Montrose,US,2020-10-31 20:46:09,38.42,-108.27,60.01,26,0,4.0
313,Santa Fe,AR,2020-10-31 20:46:36,-31.63,-60.7,81.0,23,0,1.99
314,Rio Gallegos,AR,2020-10-31 20:46:36,-51.62,-69.22,64.4,39,0,5.82
315,Katsuura,JP,2020-10-31 20:46:37,35.13,140.3,53.6,76,0,4.7
316,Hualmay,PE,2020-10-31 20:46:37,-11.1,-77.61,67.32,69,65,8.63
317,Coihaique,CL,2020-10-31 20:46:37,-45.58,-72.07,78.8,21,0,5.82
318,Brae,GB,2020-10-31 20:46:37,60.4,-1.35,51.8,76,96,40.26
319,Torbay,CA,2020-10-31 20:46:37,47.67,-52.73,36.0,69,75,16.11
320,Kupang,ID,2020-10-31 20:46:37,-10.17,123.58,78.93,75,81,4.45
321,Prado,BR,2020-10-31 20:46:37,-17.34,-39.22,72.64,94,100,1.45
322,Road Town,VG,2020-10-31 20:43:41,18.42,-64.62,84.2,70,40,12.75
323,Macultepec,MX,2020-10-31 20:45:09,18.17,-92.83,77.0,88,90,5.93
324,Banda Aceh,ID,2020-10-31 20:46:38,5.56,95.32,80.87,74,73,7.02
325,Labuhan,ID,2020-10-31 20:46:38,-6.88,112.21,75.34,91,100,6.35
326,Mogadishu,SO,2020-10-31 20:46:38,2.04,45.34,79.97,82,58,11.16
327,Callaway,US,2020-10-31 20:46:38,30.15,-85.57,78.8,53,1,6.93
328,Muriwai Beach,NZ,2020-10-31 20:46:38,-36.82,174.45,66.99,70,52,1.01
329,Bambous Virieux,MU,2020-10-31 20:46:38,-20.34,57.76,66.2,82,40,5.82
330,Totness,SR,2020-10-31 20:46:38,5.88,-56.32,83.17,78,13,16.82
331,Bichura,RU,2020-10-31 20:46:38,50.59,107.6,22.69,84,100,15.84
332,Tonantins,BR,2020-10-31 20:46:39,-2.87,-67.8,76.3,84,100,2.3
333,Acapulco,MX,2020-10-31 20:46:39,16.86,-99.89,87.8,70,75,6.93
334,Kamiichi,JP,2020-10-31 20:46:39,36.7,137.37,54.0,50,95,1.99
335,Oussouye,SN,2020-10-31 20:46:39,12.48,-16.55,80.6,88,0,4.05
336,Hithadhoo,MV,2020-10-31 20:46:39,-0.6,73.08,83.64,70,100,8.7
337,Chimore,BO,2020-10-31 20:46:39,-16.98,-65.13,88.32,35,76,2.51
338,Kiama,AU,2020-10-31 20:46:39,-34.68,150.87,61.0,95,98,5.01
339,Adrar,MR,2020-10-31 20:42:33,20.5,-10.07,84.22,15,99,11.1
340,Cabatuan,PH,2020-10-31 20:46:39,10.88,122.49,76.17,81,100,2.17
341,Esperantinopolis,BR,2020-10-31 20:46:40,-4.87,-44.71,87.44,46,95,1.72
342,Wilhelmshaven,DE,2020-10-31 20:46:40,53.52,8.13,55.4,87,62,11.41
343,Challapata,BO,2020-10-31 20:46:40,-18.9,-66.77,61.56,24,0,8.05
344,Bubaque,GW,2020-10-31 20:46:40,11.28,-15.83,84.43,69,73,8.28
345,Gorontalo,ID,2020-10-31 20:46:40,0.54,123.06,76.05,76,100,1.79
346,Tombouctou,ML,2020-10-31 20:46:40,20.0,-3.0,87.15,13,100,7.02
347,Weymouth,US,2020-10-31 20:46:40,42.22,-70.94,44.01,44,20,6.93
348,Qaqortoq,GL,2020-10-31 20:45:36,60.72,-46.03,23.0,73,40,1.12
349,Guanica,PR,2020-10-31 20:46:40,17.97,-66.91,84.99,67,100,3.0
350,Bilma,NE,2020-10-31 20:46:41,18.69,12.92,73.38,22,0,10.31
351,Oyama,JP,2020-10-31 20:46:41,36.3,139.8,55.0,93,75,3.36
352,Lukovetskiy,RU,2020-10-31 20:46:41,64.3,41.92,30.2,100,75,2.24
353,Tuatapere,NZ,2020-10-31 20:46:41,-46.13,167.68,57.0,66,47,7.0
354,Lebyazhye,RU,2020-10-31 20:46:41,55.27,66.49,35.91,83,100,12.41
355,Muravlenko,RU,2020-10-31 20:46:41,63.79,74.52,30.24,99,100,14.23
356,Curuca,BR,2020-10-31 20:46:41,-0.73,-47.85,81.75,73,10,9.75
357,Guerrero,MX,2020-10-31 20:46:41,17.67,-100.0,77.79,57,15,2.39
358,Parkes,AU,2020-10-31 20:46:41,-33.13,148.18,54.0,96,2,10.13
359,Dongying,CN,2020-10-31 20:46:41,37.46,118.49,53.91,42,43,4.09
360,Kurilsk,RU,2020-10-31 20:46:42,45.23,147.88,45.9,73,89,7.92
361,Bukachacha,RU,2020-10-31 20:46:42,52.98,116.92,21.24,92,100,3.85
362,Kieta,PG,2020-10-31 20:46:42,-6.22,155.63,81.59,76,36,1.72
363,Port Blair,IN,2020-10-31 20:46:42,11.67,92.75,79.83,80,8,5.55
364,Zhanaozen,KZ,2020-10-31 20:46:42,43.3,52.8,54.16,34,63,16.22
365,Honiara,SB,2020-10-31 20:46:42,-9.43,159.95,78.8,88,20,3.36
366,Puerto Palomas,MX,2020-10-31 20:46:42,31.77,-107.62,73.4,20,1,3.36
367,Soyo,AO,2020-10-31 20:46:42,-6.13,12.37,78.3,85,95,11.48
368,San Miguel,SV,2020-10-31 20:46:42,13.48,-88.18,93.2,63,40,2.24
369,Kokkola,FI,2020-10-31 20:42:13,63.84,23.13,44.01,100,90,8.05
370,Ikot Ekpene,NG,2020-10-31 20:46:43,5.18,7.71,74.98,90,94,3.33
371,Zarubino,RU,2020-10-31 20:46:43,42.63,131.09,49.33,77,72,5.46
372,Ukiah,US,2020-10-31 20:43:26,39.15,-123.21,81.0,13,1,4.29
373,Dunedin,NZ,2020-10-31 20:45:01,-45.87,170.5,55.0,67,28,10.0
374,Luoyang,CN,2020-10-31 20:46:43,34.68,112.45,53.4,38,20,6.15
375,Saldanha,ZA,2020-10-31 20:46:43,-33.01,17.94,59.0,67,0,6.93
376,Salalah,OM,2020-10-31 20:46:43,17.02,54.09,75.2,41,0,4.7
377,Harper,LR,2020-10-31 20:46:43,4.38,-7.72,78.04,87,100,5.93
378,San Carlos De Bariloche,AR,2020-10-31 20:46:43,-41.15,-71.31,80.6,10,0,5.82
379,Sidi Ali,DZ,2020-10-31 20:46:43,36.1,0.42,64.9,57,69,3.51
380,Nishihara,JP,2020-10-31 20:46:44,26.18,127.76,75.2,60,40,12.75
381,Bull Savanna,JM,2020-10-31 20:46:44,17.89,-77.59,80.73,77,89,0.36
382,Kampot,KH,2020-10-31 20:46:44,10.62,104.18,77.81,81,75,2.75
383,Sitka,US,2020-10-31 20:46:44,57.05,-135.33,51.8,87,90,19.46
384,Dudinka,RU,2020-10-31 20:46:44,69.41,86.18,19.4,92,90,29.08
385,Guerrero Negro,MX,2020-10-31 20:46:44,27.98,-114.06,79.79,34,99,9.89
386,Mayo,US,2020-10-31 20:46:44,38.89,-76.51,50.0,61,90,4.7
387,Cordoba,AR,2020-10-31 20:42:27,-31.41,-64.18,77.0,22,0,6.93
388,La Palma,US,2020-10-31 20:42:04,33.85,-118.05,80.6,36,1,6.82
389,Ixtapa,MX,2020-10-31 20:46:44,20.7,-105.2,87.8,62,5,9.17
390,Agirish,RU,2020-10-31 20:46:45,61.92,63.02,30.76,97,100,9.28
391,Hobyo,SO,2020-10-31 20:46:45,5.35,48.53,81.25,77,100,8.59
392,Sumkino,RU,2020-10-31 20:46:45,58.11,68.32,36.37,91,100,11.27
393,Afrikanda,RU,2020-10-31 20:46:45,67.44,32.78,29.84,91,99,7.65
394,Kondoa,TZ,2020-10-31 20:46:45,-4.9,35.78,62.89,74,46,6.22
395,Sioux Lookout,CA,2020-10-31 20:46:45,50.1,-91.92,39.2,88,90,12.75
396,Searcy,US,2020-10-31 20:43:12,35.25,-91.74,64.4,48,1,5.82
397,Meulaboh,ID,2020-10-31 20:46:45,4.14,96.13,77.95,83,99,3.49
398,Gushikawa,JP,2020-10-31 20:46:45,26.35,127.87,75.2,82,1,10.29
399,Gombong,ID,2020-10-31 20:46:46,-7.61,109.51,62.01,86,56,1.92
400,Ihosy,MG,2020-10-31 20:46:46,-22.4,46.12,59.56,82,22,8.05
401,Waipawa,NZ,2020-10-31 20:46:46,-41.41,175.52,62.01,67,4,12.75
402,San Quintin,MX,2020-10-31 20:46:06,30.48,-115.95,77.16,37,58,8.88
403,Muros,ES,2020-10-31 20:46:46,42.78,-9.06,63.0,92,100,17.0
404,Pochutla,MX,2020-10-31 20:44:40,15.74,-96.47,89.01,66,40,9.17
405,Swabi,PK,2020-10-31 20:46:46,34.12,72.47,61.52,28,0,5.01
406,Diffa,NE,2020-10-31 20:46:46,13.32,12.61,80.56,22,0,9.1
407,Umm Lajj,SA,2020-10-31 20:46:46,25.02,37.27,78.69,69,0,2.42
408,Koumac,NC,2020-10-31 20:46:46,-20.57,164.28,79.39,67,3,4.85
409,Port-Gentil,GA,2020-10-31 20:46:47,-0.72,8.78,80.6,83,40,6.93
410,Oudtshoorn,ZA,2020-10-31 20:46:47,-33.59,22.2,55.4,82,1,1.12
411,Tari,NG,2020-10-31 20:46:47,12.41,4.49,84.07,21,94,7.94
412,Anloga,GH,2020-10-31 20:46:47,5.79,0.9,82.4,83,20,9.17
413,Burley,US,2020-10-31 20:46:47,42.54,-113.79,54.0,43,1,6.93
414,Tigil,RU,2020-10-31 20:46:47,57.8,158.67,33.01,89,100,4.12
415,Chumikan,RU,2020-10-31 20:46:47,54.72,135.31,32.68,96,100,29.95
416,Nanortalik,GL,2020-10-31 20:46:47,60.14,-45.24,28.63,90,33,19.46
417,Wieliczka,PL,2020-10-31 20:46:48,49.99,20.06,42.01,95,17,3.22
418,Mackay,AU,2020-10-31 20:46:48,-21.15,149.2,72.0,94,0,6.15
419,Villa Carlos Paz,AR,2020-10-31 20:46:48,-31.42,-64.5,77.0,22,0,6.93
420,Jumla,NP,2020-10-31 20:46:48,29.27,82.18,46.89,55,1,5.28
421,Lata,PT,2020-10-31 20:46:48,40.16,-8.33,64.99,87,71,1.01
422,Narrabri,AU,2020-10-31 20:46:40,-30.32,149.78,53.6,81,0,1.12
423,Hofn,IS,2020-10-31 20:42:32,64.25,-15.21,42.91,72,100,13.29
424,Anahuac,MX,2020-10-31 20:46:48,27.23,-100.15,77.0,29,5,10.49
425,Lensk,RU,2020-10-31 20:46:48,60.73,114.93,-3.23,90,42,2.04
426,Kostomuksha,RU,2020-10-31 20:46:48,64.57,30.58,32.32,92,100,8.3
427,Achalpur,IN,2020-10-31 20:46:48,21.26,77.51,70.2,43,0,4.18
428,Prince Rupert,CA,2020-10-31 20:45:32,54.32,-130.32,48.2,87,90,16.11
429,Andenes,NO,2020-10-31 20:46:49,69.31,16.12,41.0,86,43,13.87
430,Itarema,BR,2020-10-31 20:46:49,-2.92,-39.92,79.79,81,100,14.0
431,Kenai,US,2020-10-31 20:46:49,60.55,-151.26,26.01,72,1,5.84
432,Atherton,GB,2020-10-31 20:46:49,53.52,-2.49,51.01,70,67,4.0
433,Daoukro,CI,2020-10-31 20:46:49,7.06,-3.96,73.36,93,3,2.93
434,Bac Lieu,VN,2020-10-31 20:46:49,9.29,105.72,77.9,86,100,5.48
435,Kolomak,UA,2020-10-31 20:46:49,49.84,35.3,51.24,92,100,12.06
436,Guhagar,IN,2020-10-31 20:46:50,17.48,73.19,76.14,69,11,4.76
437,Jiuquan,CN,2020-10-31 20:46:50,39.74,98.52,32.86,73,21,3.91
438,Pizarro,CO,2020-10-31 20:46:50,4.95,-77.37,80.85,78,95,8.03
439,Mayna,RU,2020-10-31 20:46:50,54.11,47.62,38.03,95,84,4.21
440,Kendari,ID,2020-10-31 20:46:50,-3.94,122.5,74.75,91,100,3.31
441,Lima,PE,2020-10-31 20:44:20,-12.04,-77.03,66.99,77,75,10.29
442,Teruel,ES,2020-10-31 20:46:50,40.67,-0.67,59.0,57,0,3.36
443,Cayenne,GF,2020-10-31 20:46:50,4.93,-52.33,82.4,78,98,11.41
444,Pimentel,PE,2020-10-31 20:46:50,-6.84,-79.93,69.8,64,0,14.99
445,Waingapu,ID,2020-10-31 20:46:50,-9.66,120.26,79.05,74,100,5.35
446,Tapes,BR,2020-10-31 20:46:50,-30.67,-51.4,63.99,73,42,12.59
447,Leshukonskoye,RU,2020-10-31 20:46:51,64.9,45.76,29.98,97,2,5.3
448,Brigantine,US,2020-10-31 20:46:51,39.41,-74.36,50.0,57,90,5.82
449,Jizan,SA,2020-10-31 20:42:06,17.33,42.67,86.0,70,0,4.7
450,Hoima,UG,2020-10-31 20:46:51,1.44,31.34,64.36,94,83,2.95
451,Trapani,IT,2020-10-31 20:46:51,37.83,12.67,68.0,87,0,10.29
452,Cabedelo,BR,2020-10-31 20:46:51,-6.98,-34.83,80.6,78,20,10.29
453,Saint Anthony,US,2020-10-31 20:46:51,45.02,-93.22,55.4,54,20,16.11
454,Mount Gambier,AU,2020-10-31 20:46:51,-37.83,140.77,42.8,93,90,1.12
455,Sorland,NO,2020-10-31 20:46:52,67.67,12.69,46.74,69,100,18.75
456,North Bend,US,2020-10-31 20:46:52,43.41,-124.22,73.0,55,1,5.82
457,Veracruz,MX,2020-10-31 20:46:28,19.33,-96.67,82.99,58,5,10.29
458,Marzuq,YE,2020-10-31 20:46:52,14.4,46.47,64.94,44,0,0.98
459,Assiniboia,CA,2020-10-31 20:46:52,49.63,-105.98,35.6,47,0,26.4
460,Whitehorse,CA,2020-10-31 20:45:05,60.72,-135.05,12.99,78,75,9.17
461,Dalvik,IS,2020-10-31 20:46:52,65.97,-18.53,37.4,74,0,8.05
462,Udachnyy,RU,2020-10-31 20:46:52,66.42,112.4,-5.31,84,0,6.24
463,Ust-Maya,RU,2020-10-31 20:46:52,60.42,134.53,-8.5,90,57,2.26
464,Pesaro,IT,2020-10-31 20:46:52,43.9,12.89,55.0,100,58,1.12
465,Nioro,GM,2020-10-31 20:46:52,13.35,-15.75,81.46,39,87,3.74
466,La Sarre,CA,2020-10-31 20:45:04,48.8,-79.2,30.63,91,93,12.73
467,Vangaindrano,MG,2020-10-31 20:46:53,-23.35,47.6,68.23,75,94,4.38
468,Dubbo,AU,2020-10-31 20:46:53,-32.25,148.62,51.8,74,0,4.94
469,Sonqor,IR,2020-10-31 20:46:53,34.78,47.6,48.2,14,0,2.24
470,Birmitrapur,IN,2020-10-31 20:46:53,22.4,84.77,68.61,71,0,3.76
471,Freeport,US,2020-10-31 20:43:11,40.66,-73.58,46.99,48,1,8.05
472,Porbandar,IN,2020-10-31 20:46:53,21.64,69.61,79.48,47,0,11.61
473,Gubkinskiy,RU,2020-10-31 20:46:53,64.43,76.5,30.27,98,100,15.08
474,Mizan Teferi,ET,2020-10-31 20:46:54,6.98,35.58,61.66,92,65,2.19
475,Henderson,US,2020-10-31 20:45:02,36.04,-114.98,79.0,13,1,5.82
476,Juneau,US,2020-10-31 20:46:54,58.3,-134.42,45.0,87,90,32.21
477,Pokhara,NP,2020-10-31 20:46:54,28.23,83.98,69.28,28,54,6.38
478,Neuquen,AR,2020-10-31 20:46:55,-38.95,-68.06,87.8,16,0,9.17
479,Lucapa,AO,2020-10-31 20:46:55,-8.42,20.74,66.6,88,98,1.34
480,Quatre Cocos,MU,2020-10-31 20:46:55,-20.21,57.76,66.2,82,40,5.82
481,Bilibino,RU,2020-10-31 20:46:55,68.05,166.44,0.03,84,74,2.42
482,Kharp,RU,2020-10-31 20:46:55,66.8,65.81,33.6,93,75,13.15
483,Grindavik,IS,2020-10-31 20:46:56,63.84,-22.43,39.2,93,75,4.7
484,Kruisfontein,ZA,2020-10-31 20:46:56,-34.0,24.73,61.0,83,65,1.01
485,Ambon,ID,2020-10-31 20:46:56,-3.7,128.18,81.0,90,67,8.81
486,Zakupy,CZ,2020-10-31 20:46:56,50.68,14.65,55.0,97,72,1.99
487,Dovers,VC,2020-10-31 20:46:56,12.88,-61.18,78.8,94,75,5.82
488,Dicabisagan,PH,2020-10-31 20:46:56,17.08,122.42,76.41,86,100,14.43
489,Eldorado,BR,2020-10-31 20:42:43,-23.79,-54.28,76.53,60,27,4.45
490,Mount Isa,AU,2020-10-31 20:42:38,-20.73,139.5,69.8,26,0,8.05
491,Longhua,CN,2020-10-31 20:46:57,23.61,114.19,66.36,86,0,0.83
492,Laguna,US,2020-10-31 20:46:57,38.42,-121.42,77.0,25,1,6.93
493,Pinhao,BR,2020-10-31 20:45:01,-25.7,-51.66,60.71,91,52,3.53
494,Oloron-Sainte-Marie,FR,2020-10-31 20:46:57,43.19,-0.61,57.2,76,0,3.36
495,Lapeer,US,2020-10-31 20:42:35,43.05,-83.32,50.0,46,1,12.75
496,Raton,US,2020-10-31 20:46:57,36.9,-104.44,71.01,7,1,5.82
497,Constitucion,CL,2020-10-31 20:46:57,-35.33,-72.42,62.55,69,12,7.16
498,Baymak,RU,2020-10-31 20:46:57,52.59,58.32,38.41,72,100,6.49
499,Alyangula,AU,2020-10-31 20:46:32,-13.85,136.42,71.6,94,0,6.71
500,Jinchang,CN,2020-10-31 20:46:58,38.5,102.17,38.68,61,83,6.8
501,Strezhevoy,RU,2020-10-31 20:46:58,60.73,77.59,32.0,98,0,8.95
502,Tsaratanana,MG,2020-10-31 20:46:58,-16.78,47.65,66.25,60,96,10.87
503,Shenjiamen,CN,2020-10-31 20:46:58,29.96,122.3,65.8,80,72,4.63
504,Nisia Floresta,BR,2020-10-31 20:46:58,-6.09,-35.21,80.6,78,40,12.75
505,Covilha,PT,2020-10-31 20:46:58,40.29,-7.5,57.99,92,85,2.8
506,Ancud,CL,2020-10-31 20:46:58,-41.87,-73.82,66.2,55,0,6.93
507,Anadyr,RU,2020-10-31 20:46:59,64.75,177.48,3.2,84,40,6.71
508,Naze,JP,2020-10-31 20:42:36,28.37,129.48,73.4,73,75,11.41
509,Saint-Augustin,CA,2020-10-31 20:43:05,51.23,-58.65,30.15,77,0,10.54
510,Carupano,VE,2020-10-31 20:46:59,10.67,-63.26,82.99,81,76,11.5
511,Buchanan,LR,2020-10-31 20:46:59,5.88,-10.05,78.42,88,100,8.37
512,Leninskoye,KZ,2020-10-31 20:46:59,41.76,69.39,44.6,39,95,4.7
513,Tias,ES,2020-10-31 20:46:59,28.96,-13.64,73.4,60,0,8.05
514,Mayor Pablo Lagerenza,PY,2020-10-31 20:46:59,-19.93,-60.77,86.32,27,13,10.74
515,Bundaberg,AU,2020-10-31 20:46:59,-24.85,152.35,78.01,94,10,5.82
516,Kirakira,SB,2020-10-31 20:47:00,-10.45,161.92,83.07,74,67,5.1
517,Kaiyuan,CN,2020-10-31 20:47:00,23.7,103.3,61.41,88,44,3.04
518,Talara,PE,2020-10-31 20:47:00,-4.58,-81.27,66.94,80,30,14.74
519,Neryungri,RU,2020-10-31 20:47:00,56.67,124.65,3.9,92,100,7.02
520,Kutum,SD,2020-10-31 20:47:00,14.2,24.67,76.06,28,55,13.87
521,Ati,TD,2020-10-31 20:47:00,13.22,18.34,87.15,16,7,13.8
522,Vila,PT,2020-10-31 20:47:00,42.03,-8.16,59.0,94,100,7.0
523,Lompoc,US,2020-10-31 20:44:43,34.64,-120.46,82.0,33,1,10.29
524,Burgeo,CA,2020-10-31 20:47:01,47.62,-57.62,33.06,86,0,17.9
525,Pisco,PE,2020-10-31 20:47:01,-13.7,-76.22,69.8,73,0,18.34
526,Quartucciu,IT,2020-10-31 20:47:01,39.25,9.18,62.6,100,0,4.7
527,Evensk,RU,2020-10-31 20:47:01,61.95,159.23,22.53,93,65,12.97
528,Tessalit,ML,2020-10-31 20:47:01,20.2,1.01,79.54,17,18,10.0
529,Lahaina,US,2020-10-31 20:47:01,20.88,-156.68,87.8,45,20,8.05
530,Chiredzi,ZW,2020-10-31 20:47:02,-21.05,31.67,74.55,64,0,16.67
531,Bay Roberts,CA,2020-10-31 20:47:02,47.6,-53.26,35.01,64,100,1.99
532,Pimenta Bueno,BR,2020-10-31 20:47:02,-11.67,-61.19,88.11,49,57,2.95
533,Boende,CD,2020-10-31 20:47:02,-0.22,20.87,72.46,90,9,2.21
534,Klingenthal,DE,2020-10-31 20:47:02,50.37,12.47,48.0,10,47,21.0
535,Salgado De Sao Felix,BR,2020-10-31 20:47:03,-7.36,-35.44,80.6,74,75,16.11
536,Coahuayana,MX,2020-10-31 20:47:03,18.73,-103.68,84.2,66,40,11.41
537,Severo-Kurilsk,RU,2020-10-31 20:47:03,50.68,156.12,42.51,75,88,18.84
538,Svetlaya,RU,2020-10-31 20:47:03,46.54,138.33,41.32,67,52,3.53
539,Itaberai,BR,2020-10-31 20:47:03,-16.02,-49.81,71.04,93,100,5.61
540,Konstantinovka,RU,2020-10-31 20:47:03,49.62,127.98,37.9,86,100,12.08
541,Westport,US,2020-10-31 20:44:45,41.14,-73.36,46.99,45,1,3.36
542,Baykit,RU,2020-10-31 20:47:04,61.67,96.37,0.84,89,71,2.89
543,Jesus Carranza,MX,2020-10-31 20:47:04,17.43,-95.03,71.1,85,100,6.85
544,Eluru,IN,2020-10-31 20:44:20,16.7,81.1,75.2,83,20,3.36
545,Santo Domingo,DO,2020-10-31 20:46:59,18.5,-69.99,86.0,79,75,6.29
546,Asosa,ET,2020-10-31 20:47:04,10.07,34.53,62.1,92,1,3.76
547,Pozoblanco,ES,2020-10-31 20:47:04,38.38,-4.85,60.8,72,0,4.7
548,College,US,2020-10-31 20:45:43,64.86,-147.8,8.01,77,90,4.7
549,Anchorage,US,2020-10-31 20:46:46,61.22,-149.9,19.0,66,1,4.7
550,Balugaon,IN,2020-10-31 20:47:05,20.17,85.1,72.28,75,0,2.75
551,Raduzhnyy,RU,2020-10-31 20:47:05,62.1,77.47,30.94,98,100,10.25
552,Kongolo,CD,2020-10-31 20:47:05,-5.38,27.0,70.34,87,17,0.58
553,Marsh Harbour,BS,2020-10-31 20:47:05,26.54,-77.06,79.9,82,4,18.86
554,Flin Flon,CA,2020-10-31 20:47:05,54.77,-101.86,21.2,62,75,17.22
555,Berlevag,NO,2020-10-31 20:47:06,70.86,29.09,35.94,89,100,13.67
556,Faanui,PF,2020-10-31 20:47:06,-16.48,-151.75,79.23,73,1,19.48
557,Bowen,AU,2020-10-31 20:47:06,-20.02,148.23,66.2,93,0,4.7
558,Lowestoft,GB,2020-10-31 20:47:06,52.48,1.75,50.0,99,49,3.0
559,Sola,VU,2020-10-31 20:47:06,-13.88,167.55,81.45,80,52,20.11
560,Iwanai,JP,2020-10-31 20:47:06,42.97,140.51,45.19,84,100,6.24
561,Kauhajoki,FI,2020-10-31 20:47:06,62.43,22.18,45.0,100,90,8.05
562,Tukrah,LY,2020-10-31 20:47:07,32.53,20.58,69.53,70,71,10.4
