City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
393,Tambilil,PH,82.24,5.96,124.67,Wilfredo Sotto Home
394,Mount Gambier,AU,60.8,-37.83,140.77,Commodore on the Park
395,Tabory,RU,25.72,58.52,64.55,
396,Salas,ES,62.6,43.41,-6.26,Hotel Castillo Valdes Salas
397,Poya,NC,84.15,-21.35,165.15,
398,Aripuana,BR,72.41,-9.17,-60.63,
399,Fairbanks,US,3.99,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
400,Lukovetskiy,RU,32.0,64.3,41.92,Gostinitsa
401,Esperance,AU,64.4,-33.87,121.9,Hospitality Esperance
402,Powell River,CA,51.8,49.85,-124.54,Rodmay Hotel
403,Ritto,JP,63.0,35.04,135.98,Hotel Boston Plaza Kusatsu
404,Srednekolymsk,RU,-3.5,67.45,153.68,
405,Klaksvik,FO,42.8,62.23,-6.59,Airbnb rooms
406,Borehamwood,GB,62.6,51.65,-0.28,Village Hotel Watford
407,Kisanga,TZ,73.17,-7.44,37.7,
408,Boende,CD,71.22,-0.22,20.87,
409,Leningradskiy,RU,15.48,69.38,178.42,
410,Nador,MA,60.8,35.17,-2.93,Airport hotel
411,Andapa,MG,57.99,-14.65,49.65,Ramanandraibe Andapa
412,Guymon,US,68.0,36.68,-101.48,Super 8 Guymon
413,Moose Factory,CA,28.4,51.26,-80.61,Cree Village Eco Lodge
414,Artsyz,UA,48.79,45.99,29.42,Хостел Миниотель
415,Columbia,US,69.8,34.0,-81.03,Courtyard by Marriott Columbia Downtown at USC
416,Mandalgovi,MN,14.67,45.76,106.27,В.Ганбат
417,Nanortalik,GL,32.2,60.14,-45.24,"NTS Rooms, Nanortalik"
418,Conceicao Da Barra,BR,68.49,-18.59,-39.73,Cricaré Praia Hotel
419,Caravelas,BR,71.02,-17.71,-39.25,Pousada dos Navegantes
420,Ballina,AU,73.99,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
421,Yarada,IN,78.8,17.65,83.27,"D-26/2, Dolphin Hill,"
422,Mugur-Aksy,RU,20.07,50.35,90.5,
423,Sergeyevka,KZ,30.15,53.88,67.42,
424,Araouane,ML,84.7,18.9,-3.53,
425,Umm Kaddadah,SD,81.72,13.6,26.69,
426,Chapais,CA,32.0,49.78,-74.85,Hôtel Opémiska
427,Isangel,VU,80.6,-19.55,169.27,Volcano Sea View Tree House
428,Koungou,YT,73.4,-12.73,45.2,Villa Netibor
429,Diapaga,BF,79.14,12.07,1.79,
430,Kachiry,KZ,38.53,53.07,76.1,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
431,Kem,RU,34.9,64.96,34.58,Kuzova
432,Bayan,CN,33.01,46.08,127.4,Wanhao Inn
433,Voyvozh,RU,24.15,62.89,54.96,Statistrovia
434,Pimenteiras,BR,83.07,-6.25,-41.42,Hotel Central
435,Buenaventura,CO,66.0,3.88,-77.03,VILLA FAMILIAR EN LA BARRA / GRACE VILLAGES
436,Omsukchan,RU,15.12,62.53,155.8,Zori
437,Concarneau,FR,60.8,47.88,-3.92,Hôtel de L' Océan
438,Itoman,JP,73.4,26.12,127.67,Southern Beach Hotel & Resort Okinawa
439,Torit,SS,73.04,4.41,32.57,Diplomat Guest House
440,Bobcaygeon,CA,35.6,44.55,-78.54,The Bobcaygeon Inn
441,Igrim,RU,28.08,63.19,64.42,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
442,Sembakung,ID,74.03,3.82,117.25,
443,Fonte Boa,BR,75.67,-2.5,-66.27,
444,Ambon,ID,84.0,-3.7,128.18,Swiss-Belhotel Ambon
445,Surt,LY,70.29,31.21,16.59,City Hotel
446,Kaili,ID,71.55,-3.46,120.21,
447,Tautira,PF,84.2,-17.73,-149.15,Pension Oaoa
448,Shieli,KZ,38.23,44.17,66.75,Gostinitsa Aybek Shieli
449,Anahuac,MX,80.13,27.23,-100.15,Rancho Guadalupe
450,College,US,3.99,64.86,-147.8,Pike's Waterfront Lodge
451,Sitka,US,44.6,57.05,-135.33,Westmark Sitka
452,Northam,GB,62.01,51.03,-4.22,Durrant House Hotel
453,Paamiut,GL,25.68,61.99,-49.67,Yeet Hotel
454,Yerbogachen,RU,6.75,61.28,108.01,
455,Kirensk,RU,11.03,57.79,108.11,Kirenskiy Plos
456,Beloha,MG,66.81,-25.17,45.05,
457,Kongolo,CD,70.88,-5.38,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
458,Raudeberg,NO,46.99,61.99,5.14,Nordre Silda.
459,Williston,US,53.01,48.15,-103.62,Hampton Inn & Suites Williston
460,Muyezerskiy,RU,35.6,63.93,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
461,Chihuahua,MX,75.99,28.5,-106.0,
462,Oparino,RU,25.47,59.85,48.28,"Gostinitsa ""Oparino"""
463,Harlingen,US,78.8,26.19,-97.7,Courtyard by Marriott Harlingen
464,Severobaykalsk,RU,13.12,55.65,109.32,"Гостиница ""Чайка"""
465,Punto Fijo,VE,84.97,11.7,-70.2,Santa Fe Inn Hotel
466,Wolbrom,PL,48.99,50.38,19.76,Zajazd FINEZJA
467,Arman,RU,31.19,59.7,150.17,
468,Imbituba,BR,66.2,-28.24,-48.67,Praia Hotel Imbituba
469,Kaihua,CN,61.63,23.37,104.28,Zhongyu Hotel
470,Kerema,PG,84.0,-7.96,145.78,Elore Lodge
471,Gondar,ET,57.63,12.6,37.47,L Shape Hotel
472,Nome,US,19.99,64.5,-165.41,Dredge 7 Inn
473,Vilhena,BR,76.37,-12.74,-60.15,Hotel Mirage
474,Solnechnyy,RU,31.73,50.72,136.63,Hotel complex Pastoral
475,Bosaso,SO,76.87,11.28,49.18,Red Sea Hotel
476,Bilgram,IN,64.76,27.18,80.03,Jadde Mian
477,Skibbereen,IE,51.8,51.55,-9.27,The West Cork Hotel
478,Zhezkazgan,KZ,36.88,47.8,67.71,Ul. Ranova 15-1 Kvartiry Posutochno.
479,Grindavik,IS,35.6,63.84,-22.43,Northern Light Inn & Max's Restaurant
480,Khed Brahma,IN,68.52,24.03,73.05,UMIYA NASTA HOUSE
481,Melilla,ES,60.8,35.29,-2.94,Hotel Anfora
482,Shimoda,JP,62.01,34.67,138.95,Shimoda Tokyu Hotel
483,Sao Borja,BR,65.73,-28.66,-56.0,Hotel Executivo
484,Flin Flon,CA,35.6,54.77,-101.86,Victoria Inn Flin Flon
485,Vallenar,CL,66.09,-28.57,-70.76,Humacao Bed & Breakfast
486,Fukue,JP,66.34,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
487,Alice Springs,AU,78.8,-23.7,133.88,Desert Palms Alice Springs
488,Whitehorse,CA,8.01,60.72,-135.05,The Sternwheeler Hotel & Conference Centre
489,Dori,BF,82.94,14.04,-0.03,Oasis Annexe
490,Ulladulla,AU,64.0,-35.35,150.47,Sandpiper Motel
491,Chifeng,CN,28.35,42.27,118.96,Junyu Tiancheng Hotel
492,Port Keats,AU,88.32,-14.25,129.55,TDC Village (Hundred Man Camp)
493,Garhi Khairo,PK,63.1,28.06,67.98,Bandh Ali Hotel
494,Kushima,JP,64.4,31.46,131.23,Hanaoka
495,Pemangkat,ID,79.47,1.17,108.97,Kost H.Syamsuddin
496,Greeneville,US,55.4,36.16,-82.83,General Morgan Inn and Conference Center
497,Gizo,SB,85.32,-8.1,156.84,Imagination Island
498,Kabanjahe,ID,62.28,3.1,98.49,Pelindung Bawah Losmen
499,Tocopilla,CL,63.23,-22.09,-70.2,Hotel Galvarino
500,Aykhal,RU,6.8,66.0,111.5,
501,Figeac,FR,55.99,44.75,1.92,Le Lac Bleu
502,Terekli-Mekteb,RU,53.65,44.17,45.87,"Gostevoy Dvor ""U Gul'zary"""
503,Mineiros,BR,72.1,-17.57,-52.55,Pilões Palace Hotel
504,Ko Samui,TH,83.35,9.54,99.94,"The Passage Samui Villas & Resort, Thailand"
505,Iraray,PH,79.72,8.99,118.05,
506,Santiago De Cuba,CU,84.2,20.02,-75.82,Cubanacan San Felix
507,Marsa Matruh,EG,64.4,31.35,27.25,Beau Site
508,Belyy Yar,RU,23.0,53.6,91.39,Pasportnyy Stol
509,Khuzhir,RU,20.05,53.19,107.34,Отель на озере Байкал Baikal View
510,Rezh,RU,28.09,57.37,61.4,"Hotel ""Baden-Baden Emerald Coast"""
511,Psebay,RU,51.08,44.12,40.81,Lis'ya Nora
512,Fecamp,FR,63.0,49.76,0.37,Hôtel d'Angleterre
513,Kawalu,ID,71.74,-7.38,108.21,KOSAN UNGU UNSIK
514,Xinqing,CN,27.68,48.23,129.5,
515,Comodoro Rivadavia,AR,77.0,-45.87,-67.5,Austral Hotel
516,Moundsville,US,37.99,39.92,-80.74,Sleep Inn & Suites
517,Svetlyy,RU,44.6,54.67,20.13,"Gostinitsa-Kafe, Alena"
518,Buraydah,SA,68.0,26.33,43.98,Mövenpick Hotel Qassim
519,Ust-Kut,RU,15.1,56.79,105.77,Otel Flagman
520,Sereflikochisar,TR,46.33,38.94,33.54,Yıldırım Hotel
521,Darasun,RU,10.4,51.67,114.0,
522,Catamarca,AR,73.94,-28.47,-65.79,Amerian Catamarca Park Hotel
523,Broome,US,42.01,42.25,-75.83,Chenango Valley State Park
524,Sainte-Anne,GP,77.0,16.23,-61.37,HOTEL LE ROTABAS
525,Khategaon,IN,65.25,22.6,76.92,DTDC COURIER SERVICE narmada enterprises khategaon
526,Promyshlennovskiy,RU,30.2,55.48,86.2,Dom Kul'tury
527,Inverell,AU,73.99,-29.78,151.12,Sapphire City Motor Inn
528,Burnie,AU,57.99,-41.07,145.92,Beachfront Voyager Motor Inn
529,Krasnoselkup,RU,22.19,65.7,82.47,Krasnosel'kupnefteprodukt
530,Bahia De Caraquez,EC,80.6,-0.6,-80.42,La Piedra Hotel
531,Ordzhonikidze,KZ,31.86,52.44,61.74,Gostinitsa
532,Kibondo,TZ,62.76,-3.59,30.72,Pongezi Annex Guest House
533,Hay River,CA,21.2,60.82,-115.8,Ptarmigan Inn Hotels
534,Nanning,CN,73.4,22.82,108.32,Nanning Travelling With Hostel
535,Medea,DZ,51.8,36.26,2.75,Hôtel M'Sallah
536,Moryakovskiy Zaton,RU,36.0,56.7,84.65,
537,Kyren,RU,18.66,51.68,102.14,"Energetik, Pansionat Ooo ""Grand Baykal"""
538,Maues,BR,84.99,-3.38,-57.72,Hotel Miramar
539,Yaguajay,CU,79.61,22.33,-79.24,Hostal Idalmis y José Luis
540,Witu,KE,78.8,-2.39,40.44,New City Guest House
541,Oktyabrskoye,RU,41.0,43.06,44.74,Prolesok Mini-hotel
542,Wapi Pathum,TH,71.6,15.85,103.38,Nattawat House
543,Saint-Louis,SN,86.0,16.33,-15.0,
544,Martil,MA,62.6,35.62,-5.28,Hôtel Suite Martil
545,Siteki,SZ,57.94,-26.45,31.95,Siteki Hotel
546,Lamar,US,66.2,33.67,-95.58,Kings Inn Paris TX
547,Iralaya,HN,80.47,15.0,-83.23,Iglesia morava renovada
548,Isiro,CD,67.14,2.77,27.62,Nova
549,Aklavik,CA,10.4,68.22,-135.01,Aklavik Inn
550,Cairns,AU,86.0,-16.92,145.77,Mantra Trilogy Cairns
551,Inuvik,CA,10.4,68.35,-133.72,Nova Inn Inuvik
552,Mgandu,TZ,62.98,-5.95,34.13,
553,Gaoua,BF,78.57,10.3,-3.25,
554,Itupiranga,BR,86.0,-5.13,-49.33,JAIRO ORLINDO VIEIRA
555,Nerekhta,RU,33.8,57.46,40.57,October Hotel
556,Diu,IN,77.09,20.71,70.98,Hotel Relax Inn
557,Taua,BR,85.19,-5.97,-40.3,Hotel São Silvestre
558,Smithers,CA,53.6,54.78,-127.17,Prestige Hudson Bay Lodge
559,Gilgit,PK,50.85,35.92,74.31,Tourist Hamlet Gilgit
560,Mpanda,TZ,71.62,-6.37,31.04,CH Hotel - Mpanda
561,Biak,ID,80.08,-0.91,122.88,Kost Ariz
562,Kupino,RU,37.27,54.37,77.3,Hotel Sibiria Inn
563,Sayaxche,GT,76.32,16.52,-90.17,GAMER MAN Jimenes
564,Scarborough,GB,63.0,54.28,-0.4,Ambassador
565,Yarmouth,US,55.99,41.71,-70.23,The Inn At Cape Cod
566,Eruwa,NG,74.95,7.53,3.42,Yinka Hostel
567,Lieksa,FI,40.24,63.32,30.02,Kaatrahovi
568,Warsaw,PL,48.0,52.23,21.01,Hotel Polonia Palace
569,Eatonton,US,64.99,33.33,-83.39,Western Motel of Eatonton
570,Kholtoson,RU,15.06,50.3,103.31,
571,Vestmanna,FO,42.8,62.16,-7.17,Budget Guesthouse Borgustova
572,Prince Rupert,CA,53.6,54.32,-130.32,Crest Hotel
573,Oksfjord,NO,42.8,70.24,22.35,Bobo
574,Okhotsk,RU,19.54,59.38,143.3,
575,Tuatapere,NZ,55.0,-46.13,167.68,Ron and Tony's Bed & Breakfast
576,Donskoye,RU,51.8,45.46,41.97,
577,Abu Samrah,SY,59.32,35.3,37.18,
578,Tahoua,NE,79.11,14.89,5.27,Bungalows Guesthouse
579,Woodward,US,66.2,36.43,-99.39,Holiday Inn Express & Suites Woodward Hwy 270
580,Yalova,TR,46.4,40.66,29.28,Şeref Hotel
581,Netrakona,BD,73.81,24.88,90.72,kurpar gas office
582,Norfolk,US,48.2,42.17,-71.25,Residence Inn by Marriott Boston Norwood/Canton
583,Cururupu,BR,76.32,-1.83,-44.87,Pousada Través'cia
584,Stanovoye,RU,42.96,52.76,38.36,Базилик Становое
585,Caramay,PH,80.01,10.18,119.24,Peace and Love Beach Club
586,Bardiyah,LY,68.13,31.76,25.09,بورتو بردية
587,Andenes,NO,48.2,69.31,16.12,Hotell Marena
588,Moyobamba,PE,70.16,-6.05,-76.97,LA CASA DE MI SUEÑO - Garden Home Lodge
589,Porto Santo,PT,66.2,33.07,-16.34,Hotel Porto Santo & Spa
590,Lao Cai,VN,72.77,22.48,103.95,Legend Hotel
591,Port Moresby,PG,86.0,-9.44,147.18,Lamana Hotel
592,Kang,BW,71.08,-23.68,22.79,Kang Ultra Stop
593,Gisborne,NZ,64.0,-38.65,178.0,ASURE Alfresco Motor Lodge
594,La Ronge,CA,42.8,55.1,-105.28,Northland Motor Hotel
595,Yining,CN,56.21,29.04,114.56,Xiushui Hotel
596,Vidim,RU,16.2,56.41,103.11,
597,Peterborough,GB,62.6,52.57,-0.25,Park Inn by Radisson Peterborough Hotel
598,Betsiamites,CA,44.6,48.94,-68.65,
599,Tessalit,ML,75.52,20.2,1.01,
600,Saint-Pierre,RE,69.8,-21.34,55.48,Lindsey Hôtel
601,Maridi,SS,68.34,4.92,29.47,
602,Poltava,UA,48.02,49.59,34.54,Yavir
603,Gulariya,NP,65.14,28.23,81.33,Shiv Computer mobile shop
604,Ketchikan,US,53.6,55.34,-131.65,Snows Cove Lodge
605,Beidao,CN,41.85,34.57,105.89,Shell Tianshui Maiji District Erma Road Walking Street Hotel
606,Doha,QA,78.8,25.29,51.53,Doha Marriott Hotel
607,Nevelsk,RU,51.8,46.67,141.86,Gostinitsa Viktoriya
608,Westport,US,54.0,41.14,-73.36,The Westport Inn
609,Carmen,MX,82.4,18.63,-91.83,Hotel Lossandes
610,Qobustan,AZ,53.6,40.08,49.41,
611,Hamilton,US,41.0,39.18,-84.53,Six Acres Bed & Breakfast
612,Novovasylivka,UA,50.23,46.83,35.75,
613,Mafeteng,LS,48.67,-29.82,27.24,Golden Hotel
614,Birjand,IR,37.4,32.87,59.22,Birjand Tourist Hotel
615,Antofagasta,CL,60.8,-23.65,-70.4,Holiday Inn Express Antofagasta
616,Vila Velha,BR,73.4,-20.33,-40.29,Hotel Vitória Palace
617,Nizhnyaya Tavda,RU,27.12,57.67,66.17,Dom
618,Groningen,NL,63.0,53.25,6.75,Bed&Breakfast Lageland
619,Nuuk,GL,21.52,64.18,-51.72,Vandrehuset
620,Qaqortoq,GL,21.2,60.72,-46.03,Hotel Qaqortoq
621,Yulara,AU,78.8,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
622,Skjervoy,NO,47.19,70.03,20.97,Skjervøy Byggeservice AS
623,Zyryanka,RU,-1.93,65.75,150.85,Zyryanka
624,Kolokani,ML,78.44,13.57,-8.03,Lycee Famolo Coulibalibali De Kolokani
625,Ilo,PE,63.79,-17.64,-71.34,Torreblanca Hotel
626,Kloulklubed,PW,77.0,7.04,134.26,Storyboard Beach Resort
627,Shirokiy,RU,24.48,49.76,129.52,
628,Richards Bay,ZA,63.54,-28.78,32.04,BON Hotel Waterfront Richards Bay
629,Loa Janan,ID,73.98,-0.58,117.09,Asrama Polisi Polsek Loajanan Res Kukar
630,Launceston,AU,61.0,-41.45,147.17,Hotel Grand Chancellor Launceston
631,Newport,GB,64.0,51.59,-3.0,ibis budget Newport
632,Samarai,PG,82.89,-10.62,150.67,Nuli Sapi
633,Havre-Saint-Pierre,CA,39.2,50.23,-63.6,Auberge Niapiskau
634,Zaltan,LY,68.97,32.95,11.87,زلطن الشرقية
635,Tucuman,AR,84.2,-26.82,-65.22,Dallas Hotel Tucuman
636,Chumikan,RU,18.88,54.72,135.31,Fortuna
637,Haigerloch,DE,61.0,48.37,8.8,Krone
638,Iwanai,JP,55.6,42.97,140.51,いわない高原ホテル
639,Road Town,VG,82.99,18.42,-64.62,"ZINGARA 76ft Catamaran, full crew-all included"
640,Leshukonskoye,RU,28.85,64.9,45.76,Gostinitsa Mup Zhkkh
641,Mangan,IN,65.1,27.52,88.53,Hotel Mout View
642,Davila,PH,80.6,18.47,120.58,SITIO 3 DAVILA PASUQUIN
643,Nampula,MZ,71.2,-15.12,39.27,Tacab Residencial
644,Port Lincoln,AU,71.49,-34.73,135.87,Port Lincoln Hotel
645,Roma,US,42.8,43.21,-75.46,Wingate By Wyndham Rome
646,Hohhot,CN,28.4,40.81,111.65,Sheraton Hohhot Hotel
647,Syamzha,RU,26.17,60.02,41.06,Hotel Syamzha
648,Manggar,ID,77.14,-2.88,108.27,Guest Hotel
649,Kalemie,CD,72.03,-5.95,29.19,Mahobilali
650,West Lafayette,US,41.0,40.43,-86.91,Hilton Garden Inn West Lafayette Wabash Landing
651,Sur,OM,70.23,22.57,59.53,Sur Plaza Hotel
652,Takoradi,GH,78.46,4.88,-1.76,Raybow International Hotel
653,Mount Isa,AU,86.0,-20.73,139.5,ibis Styles Mt Isa Verona
654,Pacifica,US,77.0,37.61,-122.49,"Pacifica Lighthouse, Trademark Collection by Wyndham"
655,Terrasini,IT,61.0,38.15,13.08,Florio Park Hotel
656,Koslan,RU,28.47,63.46,48.9,
657,Kiama,AU,68.0,-34.68,150.87,The Sebel Kiama Harbourside
658,Pingliang,CN,36.77,35.54,106.69,Xinxiang Hostel
659,Uige,AO,67.14,-7.61,15.06,Juliao Pereira
660,Simoes,BR,79.83,-7.6,-40.82,Hotel Ponto Certo
661,Hit,IQ,71.33,33.64,42.83,Aboody Alhachem
662,Angoche,MZ,77.14,-16.23,39.91,Guest House HESADA
663,Rexburg,US,60.8,43.83,-111.79,AmericInn by Wyndham Rexburg BYUI
664,Jalu,LY,65.35,29.03,21.55,Jalu Hotel
665,Gotsu,JP,61.12,35.0,132.22,Super Hotel Gotsu Ekimae
666,Ferme-Neuve,CA,41.0,46.7,-75.45,Pourvoirie Club Fontbrune Ltee
667,Dawlatabad,AF,52.03,36.41,64.91,WASIM ASGAR KHAN
668,Harper,LR,77.52,4.38,-7.72,Screensaver
669,Beaufort,MY,78.8,5.35,115.75,The Gem Hotel Beaufort
670,Saurimo,AO,66.0,-9.66,20.39,Hotel Kawissa Saurimo
671,Yeppoon,AU,80.6,-23.13,150.73,Villa Mar Colina
672,Herat,AF,43.66,34.5,62.0,
673,Bykivka,UA,39.09,50.29,27.98,
674,Belle Fourche,US,59.0,44.67,-103.85,Kings Inn
675,Nanuque,BR,67.8,-17.84,-40.35,Hotel e Churrascaria Boi na Brasa
676,Muros,ES,66.99,42.78,-9.06,Apartment Av. Castelao
677,Nemuro,JP,57.02,43.32,145.57,Hotel Nemuro Kaiyoutei
678,Coahuayana,MX,85.89,18.73,-103.68,Hotel Los Arcos
679,Namestovo,SK,42.01,49.41,19.48,Trend Hotel
680,Dakar,SN,78.8,14.69,-17.44,Novotel Dakar
681,Faya,SA,60.8,18.39,42.45,مقبرة ال مجمل
682,Tifton,US,69.8,31.45,-83.51,Hilton Garden Inn Tifton
683,Lethem,GY,84.16,3.38,-59.8,Savannah Inn
684,Dukat,RU,13.66,62.55,155.55,
685,Kasongo,CD,69.84,-4.45,26.67,Guest Hôtel
686,Chernyshevskiy,RU,3.52,63.01,112.47,Chernyseyskiy
687,Benalla,AU,69.01,-36.55,145.98,Rose City Motor Inn
688,Lafia,NG,76.44,8.48,8.52,Low Cost Housing Estate
689,Awjilah,LY,64.22,29.11,21.29,
690,Calatagan,PH,78.85,13.88,120.65,Coral Bay Rest House
691,Santa Cruz,BO,87.8,-17.8,-63.17,Hotel Cortez
692,Gweta,BW,77.05,-20.18,25.23,Gweta Lodge
693,Kazlu Ruda,LT,46.4,54.77,23.5,Svečių Namai / Guest House Kazlų Rūda
694,Bowen,AU,80.6,-20.02,148.23,Castle Motor Lodge Motel
695,Luganville,VU,82.4,-15.53,167.17,The Espiritu Hotel
696,Veinticinco De Mayo,AR,61.21,-35.43,-60.17,Estancia La Rosada
697,Patacamaya,BO,50.2,-17.23,-67.92,GARAJE EVA LA TRAILERA
698,Lasa,IT,50.0,46.62,10.7,Pension Feldgärtenhof
699,Karlivka,UA,47.84,49.46,35.13,Hostynytsa Kolos
700,Mnogovershinnyy,RU,34.54,53.94,139.92,Kvartsevaya Sopka
701,Steamboat Springs,US,59.0,40.48,-106.83,Steamboat Grand
702,Clonakilty,IE,51.8,51.62,-8.87,Inchydoney Island Lodge & Spa
703,Barra Patuca,HN,79.79,15.8,-84.28,
704,Lokosovo,RU,29.59,61.13,74.82,
705,Curuca,BR,78.3,-0.73,-47.85,Hotel Curuça
706,Fernan-Nunez,ES,57.2,37.69,-4.72,Francisco Jesús Pérez Serrano
707,Ola,RU,30.06,59.58,151.28,
